Start.time,Completion.time,Name,Age,Gender,Nationality,Employment.status,Duration.of.your.studies.in.Segovia.,Type.of.home.you.live.in.,Square.footage.of.the.property.,Number.of.roommates,Area.or.neighborhood.in.Segovia.where.you.live,Email,Duration of your lease,How long do you      expect to stay in your current residence?,How much do you pay monthly in your rental contract,"Which services and costs are included in the contract (internet, gas, water..)","Do you have any other service contracted (laundry, cleaning...) Please list them",What are the monthly cost of these services,Did you find the appartment thorugh a platform/portal/agency? ,Which one? ,What were the main difficulties you encountered when searching for housing?
1970-01-01 12:41:11.461725,45673.3006446636,,19,Man,Hungary,Only studying,1 year a half,Rental with a private landlord,10,1,Center,,10 mints academic year,I will move to another residence for the duration of my studies.,650,Internet agua electricidad,Dios me al laundry,50€ each full cleaning manteinance included,,Idealista,High prices;
1970-01-01 12:41:06.513125,45631.0516868297,,18,Woman,France,Only studying,9 month,Family home ,20m2,1,Center,anonymous,,I will stay only as long as my studies last,400,Yes,All but cleaning,-,,Beyond camous,NA;
1970-01-01 12:40:29.814005,45677.5885532407,,18,Man,Portuguese,Only studying,2 years,Family home ,80,5,Plaza Mayor,,1 curso académico,I will stay only as long as my studies last,590,Full board,"Manteinance, cleaning once a week and information",Included,No,Betina camous,Availability;High prices;
1970-01-01 12:41:17.58191,45668.5835280122,,18,Woman,Mexico,Studying and working ,2 year,Rental with a private landlord,90,4,Calle Juan bravo,,5 months,I will stay only as long as my studies last,650,all,Limpieza opcional,,,Idealista,High prices;Availability;
,45677.5885532407,,19,Woman,Italy,Only studying,2 years,Student residence ,20m2,1,Acueducto,anonymous,9 month,I will stay only as long as my studies last,500,,Limpieza opcional,Included,No,Ie,Availability;
1970-01-01 12:41:17.58191,45677.5885532407,,18,Man,Brazil,Only studying,2y,Rental with a private landlord,10,2,San Lorenzo,,9  months,I will move to another residence for the duration of my studies.,650,Everything,Food cleaning (Cara),50€ each full cleaning manteinance included,Yes,Beyond camous,NA;
1970-01-01 12:41:17.586123,45675.1464729185,,19,Woman,El Salvador,Only studying,1 year a half,Rental with a private landlord,10,0,Plaza Mayor,,,I will move to another residence for the duration of my studies.,590,all,"Full Board, bedroom cleaning, bed linen and towel laundry service",laundry for 25€,,Sogeima,High prices;
1970-01-01 12:41:17.564988,45673.3006446636,,21,Woman,Spain,Only studying,2 year,Student residence ,300m2,0,Center (San Nicolás),anonymous,Julio 2025,I will stay only as long as my studies last,1250,Full board,50!yhree montha,-,,Idelaista,Availability;
1970-01-01 12:41:17.56162,45672.890460607,,19,Woman,Germany,Only studying,1 semester,Student residence ,10m2,0,On campus,,6 month,I will move to another residence for the duration of my studies.,590,Internet agua electricidad,Cleaning and food (media pensión),,,Housing platform (dont remember name),Availability;
1970-01-01 12:41:17.550949,45637.2044476793,,19,Woman,French lebanese,Only studying,2 year,Rental with a private landlord,20,5,Center,,Academics year,I will move to another residence for the duration of my studies.,400,yes,"Full Board, bed linen and towel laundry service",Included,,Strident houses,
1970-01-01 12:40:15.778484,45674.1210127769,,18,Man,Brazil,Only studying,2,Rental with a company,Studio,5,Center,,1 curso académico,I will stay only as long as my studies last,1350,,All,50€ each full cleaning manteinance included,Yes,Strident houses,High prices;Availability;
,45642.7419324439,,18,Man,Española,Only studying,2 yesrs,Rental with a company,10,5,Center,,Academic year,I will move to another residence for the duration of my studies.,750,All foo,"Daily cleaning, laundry, full board and parking",laundry for 25€,Yes,Beyond IE,Availability;
1970-01-01 12:41:11.462384,45635.3586194244,,18,Man,Hungría,Studying and working ,6 month,Student residence ,150,4,Center,anonymous,1 year,I will move to another residence for the duration of my studies.,1150,yes,"Daily cleaning, laundry, full board and parking",-,No,Beyond campus,High prices;Availability;
1970-01-01 12:41:12.494572,45677.5885532407,,22,Man,Belgium,Only studying,4 years,Rental with a private landlord,95,5,San Lorenzo,anonymous,Julio 2025,I will stay only as long as my studies last,1150,,"all included, cleaning, full board, manteinance, bed linen and towels laundry",NA,,Idealista,High prices;
1970-01-01 12:40:14.323403,45629.8211346598,,21,Man,Argentina,Only studying,6 month,Rental with a company,150,0,Center,,,I will move to another residence for the duration of my studies.,590,Yes,Cleaning and manteinance,included,,Beyond camous,High prices;None met my expectations;
1970-01-01 12:41:17.517894,45660.1747548511,,21,Man,Española,Only studying,2 year,Student residence ,80m2,3,Calle Juan bravo,,9 months,I will stay only as long as my studies last,700,Full board,manteinance and cleaning,-,No,Vizcaínos idealista,NA;
1970-01-01 12:41:06.493299,45659.7645707945,,18,Man,India,Only studying,1 year,Rental with a private landlord,100,1,Center,,9 months,I will stay only as long as my studies last,1050,Internet agua electricidad,,-,,Inn family,Availability;
1970-01-01 12:41:06.476806,45677.5885532407,,18,Man,France,Only studying,2 yeats,Rental with a private landlord,10,1,San Lorenzo,,9  months,I will stay only as long as my studies last,875,No,"Half board, cleaning just common areas and weekly bathroom cleaning, bed linen and towels laundry",,Yes,Beyond ie,NA;
1970-01-01 12:41:06.52463,45677.5885532407,,19,Woman,Spain,Only studying,2 years,Student residence ,30m2,0,San Nicolás,,Study year,I will stay only as long as my studies last,1250,All foo,Everything included,included,,Sogeima,High prices;None met my expectations;
1970-01-01 12:41:17.540301,45631.872054943,,19,Man,Us,Studying and working ,2 year,Rental with a private landlord,95,0,Center,,,I will move to another residence for the duration of my studies.,1540,No,"Full Board, daily bedroom cleaning, weekly bed linen and towel laundry service",included,Yes,Housing platform (dont remember name),Availability;
1970-01-01 12:40:18.885683,45619.9767173004,,20,Woman,Ecuador,Only studying,2 yeas,Rental with a private landlord,Studio,0,Center,anonymous,Año académico.,I will stay only as long as my studies last,750,Yes,None,included,Yes,Beyond camous,High prices;None met my expectations;
1970-01-01 12:41:17.517894,45664.4816874458,,20,Man,Italy,Only studying,2 years,Student residence ,15,2,Center,anonymous,10 months,I will move to another residence for the duration of my studies.,1200,yes,"Full Board, weekly bed linen and towel laundry service and cleaning",laundry for 25€,No,Inn family,Availability;High prices;
1970-01-01 12:41:12.497361,45662.635859191,,18,Man,Belgium,Only studying,2 year,Rental with a private landlord,200m2,5,Center (San Nicolás),,,I will stay only as long as my studies last,400,Everything,"Full Board, weekly bed linen and towel laundry service and cleaning",50€ each full cleaning manteinance included,No,Beyond ie,NA;
1970-01-01 12:41:12.488113,45669.1988040972,,19,Woman,India,Only studying,2 year,Rental with a private landlord,200m2,0,Acueducto,anonymous,Julio 2025,I will move to another residence for the duration of my studies.,1250,Gas electric unit,Cleaning once a week,50€ each full cleaning manteinance included,No,Sogeima,Availability;
1970-01-01 12:41:06.50912,45677.5885532407,,18,Woman,Spain,Only studying,9 months,Rental with a company,130,0,On campus,,10 mints academic year,I will move to another residence for the duration of my studies.,700,All,"Half board, cleaning just common areas and weekly bathroom cleaning, bed linen and towels laundry",included,,Housing platform (dont remember name),High prices;None met my expectations;
1970-01-01 12:41:06.482535,45676.1719330601,,20,Man,Phillipines,Only studying,2 years,Rental with a company,12m2,3,"Residencia al lado,  center",anonymous,Ayuden year,I will move to another residence for the duration of my studies.,875,Wi-Fi water everything,Cleaning and manteinance,NA,No,Idelaista,NA;
1970-01-01 12:41:06.50912,45677.5885532407,,21,Man,Brazil,Only studying,2 year,Rental with a private landlord,20m2,0,Center,,6 month,I will move to another residence for the duration of my studies.,,Yes,cleaning and maintenance,100,Yes,beyond ie,
1970-01-01 12:41:11.461725,45663.4562273042,,21,Prefer not to say,Portuguese,Only studying,9 months,Rental with a private landlord,50m2,1,Centre,anonymous,9 months,I will move to another residence for the duration of my studies.,400,No,Everything included,included,No,Beyond ie,High prices;Availability;
1970-01-01 12:41:17.586123,45667.763159899,,21,Woman,Seitzerlan turkey,Only studying,1 semester,Rental with a private landlord,20m2,5,Center,anonymous,Julio 2025,I will stay only as long as my studies last,750,All foo,Food cleaning (Cara),,,beyond campus,High prices;Availability;
,45623.0530977252,,19,Woman,Lebanon,Only studying,6 month,Rental with a private landlord,12m2,1,On campus,,,I will stay only as long as my studies last,1500,Wi-Fi water everything,"towel and bed linen laundry, breakfast, lunch and dinner",,,Uniplaces,
1970-01-01 12:41:17.535648,45622.2327296119,,19,Man,USA,Only studying,6 month,Student residence ,130,0,Villaroma,anonymous,,I will stay only as long as my studies last,500,Everything,weekly cleaning and optional laundry,Included,,vizcainos,High prices;
1970-01-01 12:41:17.56162,45633.9229752262,,19,Man,Georgia,Only studying,2 years,Rental with a private landlord,100m2,2,Plaza mayor,anonymous,1 year study,I will move to another residence for the duration of my studies.,500,Yes,"Full Board, weekly bed linen and towel laundry service and cleaning",included,Yes,Te tal Agency,
1970-01-01 12:41:17.578461,45674.5311968335,,21,Man,USA,Only studying,2 yeats,Student residence ,147,2,San Lorenzo,,1 year study,I will stay only as long as my studies last,650,,Limpieza opcional,laundry for 25€,,Betina camous,High prices;Availability;
1970-01-01 12:41:12.488113,45675.9668410318,,20,Woman,Spanish Egyptian,Only studying,4 years,Rental with a company,300m2,0,Center,anonymous,Julio 2025,I will move to another residence for the duration of my studies.,1200,Full board,"Manteinance, cleaning once a week and information",laundry for 25€,,vizcainos,High prices;Availability;
1970-01-01 12:41:17.543866,45677.5885532407,,19,Woman,Argentina,Only studying,2 year,Rental with a company,110,2,Center,,6 month,I will stay only as long as my studies last,820,,Breakfast cleaning gym,50€ each full cleaning manteinance included,Yes,Housing platform (dont remember name),Availability;
1970-01-01 12:40:18.890069,45620.5919933854,,19,Man,Spain,Only studying,1 year a half,Rental with a private landlord,20m2,0,On campus,anonymous,9  months,I will stay only as long as my studies last,1400,All,All cleaning food,,,Inn family,High prices;
1970-01-01 12:41:06.51912,45667.147883814,,20,Man,Germany,Only studying,2 year,Rental with a private landlord,120,0,center,anonymous,10 months,I will stay only as long as my studies last,1300,all,cleaning and maintenance,included,,,High prices;None met my expectations;
1970-01-01 12:41:11.462384,45676.9923011733,,20,Woman,Portuguese,Only studying,2 years,Rental with a company,75m,5,Berber denporreros,,Academics year,I will move to another residence for the duration of my studies.,500,Full board,weekly cleaning and optional laundry,NA,No,Strident houses,High prices;
1970-01-01 12:41:06.513125,45671.659908437,,19,Woman,USA,Only studying,2y,Rental with a company,150,1,Calle Juan bravo,,,I will stay only as long as my studies last,,Full board,weekly cleaning and optional laundry,100,,Ie,High prices;None met my expectations;
1970-01-01 12:41:12.497361,45634.1280672545,,19,Woman,Spain/China,Only studying,2 year,Rental with a private landlord,10m2,2,On campus,anonymous,5 months,I will stay only as long as my studies last,1880,yes,No,,Yes,Te tal Agency,High prices;
1970-01-01 12:41:12.491157,45671.2497243804,,19,Man,Portuguese,Only studying,9 months,Student residence ,20m2,2,On campus,anonymous,Academics year,I will stay only as long as my studies last,1400,Yes,"half board, bed linen and towel change weekly, bedroom cleaning daily, manteinance",,Yes,Beyond campus,NA;
1970-01-01 12:41:06.48375,45666.532607729,,20,Man,Belgium,Only studying,2 year,Student residence ,100,5,Berber denporreros,,,I will stay only as long as my studies last,400,All foo,"Full Board, bedroom cleaning, bed linen and towel laundry service",Included,,Te tal Agency,Availability;
1970-01-01 12:41:06.52463,45656.893282398,,20,Woman,Philippines,Only studying,2 year,Rental with a private landlord,12m2,2,Center,anonymous,6 month,I will stay only as long as my studies last,1100,Full board,Laundry and cleaning,-,Yes,Beyond ie,High prices;Availability;
1970-01-01 12:41:17.529201,45674.5311968335,,18,Man,Española,Only studying,2 year,Rental with a company,95,0,center,,6 months,I will stay only as long as my studies last,500,,None,Included,No,Uniplaces,High prices;
1970-01-01 12:41:06.513125,45613.0035883376,,19,Woman,Canada,Only studying,6 months,Student residence ,95,5,Plaza mayor,,Año académico.,I will stay only as long as my studies last,1250,All foo,"Daily cleaning, laundry, full board and parking",-,,Idelaista,High prices;None met my expectations;
1970-01-01 12:41:06.52463,45677.5885532407,,19,Man,Española,Studying and working ,1 semester,Rental with a private landlord,300m2,1,Factory,anonymous,6 month,I will stay only as long as my studies last,900,yes,No,included,,IE,Availability;High prices;
1970-01-01 12:41:12.497361,45639.8706440475,,18,Man,Belgium,Only studying,2 years,Rental with a private landlord,10,2,"Residencia al lado,  center",anonymous,9  months,I will move to another residence for the duration of my studies.,275,all,"Manteinance, cleaning once a week and information",included,,Friend,NA;
1970-01-01 12:41:17.540301,45621.4123614987,,18,Man,Egypt,Only studying,9 moth,Family home ,20m2,0,San Nicolás,anonymous,6 month,I will stay only as long as my studies last,900,Wi-Fi water everything,cleaning and maintenance,laundry for 25€,,Beyind campos,NA;
